epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,6552.55,1.46179,0.91639,1.33948,0.82062,0.75752,0.77825,0.36945,1.8054,1.01962,1.56667,0.000820675,0.000820675,0.000820675
45,6700.07,1.43698,0.8922,1.32781,0.81159,0.7361,0.77737,0.3671,1.83147,1.0242,1.58035,0.000806528,0.000806528,0.000806528
46,6849.7,1.42762,0.88712,1.30103,0.81072,0.74871,0.77229,0.36914,1.8223,0.99447,1.58201,0.00079238,0.00079238,0.00079238
47,6996.38,1.45096,0.90912,1.33006,0.82005,0.72618,0.7704,0.37624,1.81403,0.9777,1.55727,0.000778233,0.000778233,0.000778233
48,7145.3,1.45582,0.89445,1.32875,0.81565,0.72016,0.7723,0.36245,1.83717,0.97989,1.58698,0.000764086,0.000764086,0.000764086
49,7292.52,1.4565,0.88556,1.31635,0.82695,0.71045,0.77796,0.37229,1.82324,0.99162,1.57911,0.000749939,0.000749939,0.000749939
50,7442.12,1.4233,0.8689,1.30471,0.82639,0.7488,0.77295,0.38388,1.77495,0.97592,1.53386,0.000735792,0.000735792,0.000735792
51,7589.33,1.44331,0.8596,1.30346,0.83148,0.72492,0.7872,0.38373,1.78579,0.98956,1.54945,0.000721645,0.000721645,0.000721645
52,7738.13,1.43067,0.88189,1.30177,0.7979,0.71609,0.7622,0.37084,1.80089,1.0022,1.57217,0.000707498,0.000707498,0.000707498
53,7886.45,1.40252,0.8305,1.28848,0.79868,0.76373,0.78438,0.38993,1.76399,0.96018,1.53715,0.000693351,0.000693351,0.000693351
54,8035.77,1.3503,0.84012,1.27201,0.83482,0.75012,0.784,0.38344,1.77138,0.94915,1.53563,0.000679204,0.000679204,0.000679204
55,8182.61,1.38638,0.83943,1.26549,0.81802,0.76388,0.78182,0.38319,1.79241,0.9784,1.54193,0.000665057,0.000665057,0.000665057
56,8330.51,1.36576,0.82328,1.29214,0.83763,0.72181,0.78073,0.37543,1.8152,0.98997,1.56332,0.000650909,0.000650909,0.000650909
57,8479.24,1.41693,0.88254,1.30207,0.81221,0.73286,0.77969,0.35878,1.80266,0.96468,1.58146,0.000636762,0.000636762,0.000636762
58,8628.75,1.34609,0.82314,1.25185,0.81703,0.71307,0.77752,0.38276,1.7966,0.94886,1.56151,0.000622615,0.000622615,0.000622615
59,8776.24,1.36134,0.83418,1.27177,0.82335,0.71995,0.78041,0.3833,1.79713,0.96278,1.56833,0.000608468,0.000608468,0.000608468
60,8924.53,1.35934,0.82923,1.28138,0.81629,0.74346,0.78277,0.37341,1.82474,0.94653,1.59548,0.000594321,0.000594321,0.000594321
61,9072.69,1.32732,0.81706,1.25717,0.82744,0.73752,0.78726,0.37884,1.82046,0.95367,1.58261,0.000580174,0.000580174,0.000580174
62,9219.84,1.33735,0.8032,1.25334,0.82762,0.78341,0.80138,0.3911,1.80877,0.93448,1.584,0.000566027,0.000566027,0.000566027
63,9366.55,1.33956,0.80014,1.26368,0.82222,0.74167,0.78699,0.39276,1.75725,0.94532,1.54217,0.00055188,0.00055188,0.00055188
64,9513.77,1.32003,0.78719,1.24052,0.80534,0.75844,0.78781,0.39255,1.77053,0.97065,1.55282,0.000537733,0.000537733,0.000537733
65,9660.45,1.31914,0.80039,1.27432,0.87387,0.70165,0.78589,0.37849,1.80192,0.96793,1.59205,0.000523586,0.000523586,0.000523586
66,9807.26,1.29386,0.77275,1.24598,0.84815,0.72179,0.78173,0.38212,1.7947,0.946,1.56487,0.000509438,0.000509438,0.000509438
67,9954.19,1.29764,0.76506,1.23736,0.84457,0.74403,0.80075,0.38263,1.80349,0.93126,1.57617,0.000495291,0.000495291,0.000495291
68,10102.6,1.25591,0.74706,1.20652,0.86687,0.7279,0.79355,0.38031,1.81061,0.93893,1.58721,0.000481144,0.000481144,0.000481144
69,10249.8,1.25752,0.77452,1.22657,0.82727,0.74134,0.78252,0.38557,1.78418,0.94406,1.5713,0.000466997,0.000466997,0.000466997
70,10399,1.26912,0.74638,1.21605,0.84442,0.751,0.8037,0.39343,1.7926,0.91878,1.56742,0.00045285,0.00045285,0.00045285
71,10546.5,1.26185,0.75161,1.22374,0.84727,0.72579,0.79309,0.39849,1.79181,0.96806,1.56163,0.000438703,0.000438703,0.000438703
72,10694.1,1.24899,0.74127,1.20866,0.86072,0.73329,0.78732,0.3872,1.78957,0.93267,1.56877,0.000424556,0.000424556,0.000424556
73,10842.3,1.28969,0.74697,1.23783,0.83173,0.75426,0.78881,0.38653,1.82366,0.9428,1.58338,0.000410409,0.000410409,0.000410409
74,10990,1.26081,0.75688,1.21708,0.83923,0.73464,0.78756,0.39132,1.7999,0.93986,1.56822,0.000396262,0.000396262,0.000396262
75,11138,1.26673,0.75431,1.19796,0.85604,0.71693,0.78214,0.40028,1.78693,0.93535,1.58285,0.000382115,0.000382115,0.000382115
76,11286.2,1.24401,0.72256,1.19501,0.85487,0.71667,0.78986,0.3946,1.80417,0.92516,1.58497,0.000367967,0.000367967,0.000367967
77,11434.2,1.24751,0.73409,1.19802,0.8454,0.73271,0.7873,0.40256,1.78972,0.91211,1.56586,0.00035382,0.00035382,0.00035382
78,11581.8,1.20962,0.7239,1.20213,0.82547,0.73967,0.7911,0.39951,1.7982,0.92029,1.57589,0.000339673,0.000339673,0.000339673
79,11728.6,1.22117,0.70821,1.1999,0.84314,0.73638,0.79582,0.39538,1.80615,0.9482,1.58659,0.000325526,0.000325526,0.000325526
80,11876.7,1.21797,0.72852,1.18887,0.86323,0.73138,0.79692,0.38771,1.81087,0.92945,1.59333,0.000311379,0.000311379,0.000311379
81,12024.3,1.19924,0.70328,1.18753,0.85509,0.7295,0.79528,0.39659,1.79737,0.93388,1.56713,0.000297232,0.000297232,0.000297232
82,12171.6,1.17958,0.70185,1.17989,0.85944,0.72613,0.79837,0.4003,1.80365,0.91971,1.58741,0.000283085,0.000283085,0.000283085
83,12319,1.20789,0.71412,1.17741,0.82878,0.73759,0.7819,0.3911,1.79461,0.92766,1.58474,0.000268938,0.000268938,0.000268938
84,12466.4,1.15989,0.69346,1.15829,0.8572,0.73426,0.8013,0.39269,1.79871,0.93572,1.59052,0.000254791,0.000254791,0.000254791
85,12613.8,1.17235,0.70972,1.17046,0.83327,0.74838,0.79046,0.39816,1.80347,0.90307,1.59998,0.000240644,0.000240644,0.000240644
86,12761,1.16792,0.67735,1.17983,0.84264,0.75582,0.80073,0.40358,1.79414,0.9149,1.59582,0.000226497,0.000226497,0.000226497
87,12908.4,1.17251,0.6885,1.171,0.85113,0.73095,0.80079,0.39802,1.77622,0.91582,1.57942,0.000212349,0.000212349,0.000212349
88,13056.5,1.13423,0.68024,1.13861,0.82088,0.75025,0.79036,0.39255,1.79112,0.90645,1.5802,0.000198202,0.000198202,0.000198202
89,13202.4,1.14145,0.67698,1.15539,0.81095,0.7836,0.80913,0.40328,1.77283,0.89086,1.57936,0.000184055,0.000184055,0.000184055
90,13349.4,1.13452,0.66097,1.13586,0.83363,0.75349,0.80032,0.39908,1.77687,0.90129,1.58035,0.000169908,0.000169908,0.000169908
91,13494.6,1.10816,0.60788,1.15813,0.81702,0.75981,0.80537,0.40246,1.78152,0.91809,1.57103,0.000155761,0.000155761,0.000155761
92,13640.1,1.11513,0.5958,1.14958,0.85828,0.72892,0.78825,0.39475,1.78298,0.91517,1.57708,0.000141614,0.000141614,0.000141614
93,13787.6,1.07191,0.58796,1.14294,0.85979,0.72991,0.79967,0.4053,1.77732,0.90977,1.5724,0.000127467,0.000127467,0.000127467
94,13934.2,1.07491,0.57413,1.12283,0.84863,0.74778,0.80193,0.40425,1.77776,0.90316,1.57633,0.00011332,0.00011332,0.00011332
95,14079,1.07754,0.56716,1.13339,0.84413,0.75769,0.80019,0.40254,1.78277,0.90331,1.58316,9.91726e-05,9.91726e-05,9.91726e-05
96,14224.5,1.06244,0.57373,1.12617,0.82563,0.76054,0.80178,0.40788,1.79301,0.90751,1.59624,8.50255e-05,8.50255e-05,8.50255e-05
97,14369.7,1.06118,0.56465,1.12014,0.83294,0.73787,0.78821,0.40573,1.79807,0.91723,1.60091,7.08784e-05,7.08784e-05,7.08784e-05
98,14515.1,1.04522,0.57142,1.11015,0.85628,0.73603,0.79269,0.40674,1.79413,0.91251,1.59819,5.67313e-05,5.67313e-05,5.67313e-05
99,14660,1.03293,0.55712,1.12237,0.86828,0.73876,0.79927,0.40836,1.78497,0.90836,1.59123,4.25842e-05,4.25842e-05,4.25842e-05
100,14805.8,1.02285,0.55125,1.10276,0.86058,0.73486,0.80293,0.4085,1.78624,0.9129,1.59428,2.84371e-05,2.84371e-05,2.84371e-05
