epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,60141.4,0.85888,0.54673,1.04676,0.94783,0.94885,0.98635,0.81352,0.73389,0.41177,0.95244,0.0013268,0.0013268,0.0013268
19,63492,0.84532,0.54243,1.03919,0.92842,0.95737,0.98189,0.82875,0.66323,0.40226,0.92526,0.0012872,0.0012872,0.0012872
20,66828.8,0.8491,0.54526,1.04544,0.94852,0.948,0.98613,0.83734,0.66396,0.40402,0.92989,0.0012476,0.0012476,0.0012476
21,70172.2,0.84824,0.53972,1.04293,0.94612,0.93947,0.98409,0.83314,0.66833,0.3974,0.93784,0.001208,0.001208,0.001208
22,73505.8,0.83339,0.52954,1.03787,0.95096,0.95881,0.98798,0.83772,0.66359,0.38077,0.92646,0.0011684,0.0011684,0.0011684
23,76854.8,0.83263,0.52381,1.03407,0.94964,0.94857,0.98584,0.83228,0.67045,0.37966,0.92214,0.0011288,0.0011288,0.0011288
24,80176.8,0.81773,0.51491,1.02753,0.94674,0.95468,0.98614,0.83638,0.65569,0.37817,0.92601,0.0010892,0.0010892,0.0010892
25,83524.4,0.82077,0.51746,1.03459,0.94919,0.95553,0.98805,0.83529,0.66637,0.37457,0.93648,0.0010496,0.0010496,0.0010496
26,86839.9,0.81381,0.51037,1.0286,0.95465,0.94203,0.98609,0.84208,0.63767,0.37195,0.91134,0.00101,0.00101,0.00101
27,90195.5,0.81365,0.49949,1.02697,0.95923,0.948,0.98652,0.84124,0.64699,0.36334,0.91747,0.0009704,0.0009704,0.0009704
28,93539.9,0.79481,0.49443,1.02003,0.94777,0.95912,0.98466,0.8441,0.63858,0.36094,0.91512,0.0009308,0.0009308,0.0009308
29,96882.4,0.79414,0.48571,1.01843,0.95167,0.948,0.98748,0.84971,0.62948,0.3588,0.90991,0.0008912,0.0008912,0.0008912
30,100204,0.78843,0.489,1.01686,0.94224,0.9659,0.98905,0.85284,0.6195,0.3467,0.90377,0.0008516,0.0008516,0.0008516
31,103545,0.7754,0.48509,1.0128,0.93251,0.97016,0.98806,0.85303,0.61742,0.3443,0.90486,0.000812,0.000812,0.000812
32,106892,0.77277,0.47932,1.01183,0.94132,0.96931,0.98811,0.85614,0.60739,0.34447,0.90249,0.0007724,0.0007724,0.0007724
33,110242,0.76471,0.47659,1.01062,0.93455,0.97187,0.98803,0.85727,0.60337,0.33529,0.9023,0.0007328,0.0007328,0.0007328
34,113561,0.7584,0.46509,1.00475,0.94311,0.96104,0.98776,0.85981,0.60225,0.33308,0.89198,0.0006932,0.0006932,0.0006932
35,116908,0.75534,0.46119,1.00047,0.9503,0.96165,0.98962,0.8626,0.6027,0.32624,0.89475,0.0006536,0.0006536,0.0006536
36,120225,0.74833,0.45769,0.99846,0.9491,0.97272,0.9893,0.8617,0.5988,0.32396,0.90269,0.000614,0.000614,0.000614
37,123566,0.74331,0.44915,0.9967,0.95425,0.96022,0.98884,0.85965,0.59163,0.32223,0.89497,0.0005744,0.0005744,0.0005744
38,126897,0.73852,0.45088,0.99629,0.95602,0.95993,0.98898,0.86351,0.58752,0.32045,0.89038,0.0005348,0.0005348,0.0005348
39,130305,0.73521,0.44687,0.99105,0.93848,0.97187,0.98836,0.86137,0.60004,0.31738,0.89327,0.0004952,0.0004952,0.0004952
40,133673,0.7249,0.43843,0.99187,0.93607,0.97358,0.98837,0.86055,0.59508,0.32207,0.89911,0.0004556,0.0004556,0.0004556
41,136941,0.61037,0.32156,0.90998,0.9619,0.95652,0.98835,0.86453,0.58357,0.3109,0.88792,0.000416,0.000416,0.000416
42,140204,0.59856,0.31138,0.9,0.95355,0.96252,0.98743,0.8657,0.5822,0.31156,0.88458,0.0003764,0.0003764,0.0003764
43,143491,0.59275,0.30192,0.89991,0.96091,0.95737,0.98736,0.8617,0.58239,0.31026,0.88246,0.0003368,0.0003368,0.0003368
44,146750,0.5811,0.29697,0.90015,0.96881,0.95226,0.9877,0.86418,0.58473,0.30792,0.89347,0.0002972,0.0002972,0.0002972
45,150034,0.57115,0.29231,0.89355,0.96805,0.95482,0.98723,0.86743,0.57903,0.30411,0.89147,0.0002576,0.0002576,0.0002576
46,153299,0.56586,0.28565,0.89053,0.95852,0.95737,0.98922,0.86799,0.57643,0.29971,0.88333,0.000218,0.000218,0.000218
47,156589,0.55833,0.28029,0.88777,0.96726,0.95712,0.98754,0.8701,0.57786,0.29653,0.88317,0.0001784,0.0001784,0.0001784
48,159864,0.5517,0.27621,0.88227,0.95858,0.96665,0.98774,0.868,0.57871,0.29774,0.8836,0.0001388,0.0001388,0.0001388
49,163137,0.54603,0.27086,0.88293,0.96157,0.95993,0.98801,0.86878,0.5764,0.29704,0.8808,9.92e-05,9.92e-05,9.92e-05
50,166418,0.54284,0.2685,0.87637,0.96053,0.95908,0.98721,0.86811,0.57789,0.29694,0.88234,5.96e-05,5.96e-05,5.96e-05
