epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,18651.6,1.15153,0.83125,1.20759,0.7301,0.84386,0.83631,0.57368,1.13912,0.73036,1.21738,0.00107288,0.00107288,0.00107288
38,19156.6,1.14014,0.81549,1.21319,0.7512,0.83816,0.83204,0.57702,1.13223,0.71215,1.20598,0.00105638,0.00105638,0.00105638
39,19661.3,1.11369,0.8177,1.19933,0.74624,0.87206,0.84394,0.57903,1.15263,0.70401,1.23601,0.00103987,0.00103987,0.00103987
40,20163.8,1.13699,0.81264,1.20433,0.6817,0.88997,0.82145,0.55148,1.17889,0.72413,1.24933,0.00102337,0.00102337,0.00102337
41,20668.8,1.10877,0.79099,1.20165,0.71539,0.87508,0.81473,0.53752,1.21046,0.7115,1.2534,0.00100687,0.00100687,0.00100687
42,21168.4,1.09855,0.79671,1.19191,0.71108,0.85946,0.83555,0.55446,1.22123,0.71244,1.26762,0.000990365,0.000990365,0.000990365
43,21671.5,1.11161,0.79255,1.20334,0.73782,0.86207,0.82721,0.56463,1.17303,0.7006,1.23582,0.000973861,0.000973861,0.000973861
44,22173.7,1.09196,0.7874,1.19563,0.70689,0.88029,0.83546,0.56889,1.15003,0.71094,1.24596,0.000957358,0.000957358,0.000957358
45,22675.5,1.08366,0.7809,1.18311,0.70837,0.83606,0.81737,0.53352,1.23952,0.72243,1.24719,0.000940855,0.000940855,0.000940855
46,23176.1,1.10016,0.77376,1.18987,0.69987,0.90177,0.8295,0.5606,1.14207,0.70428,1.22039,0.000924352,0.000924352,0.000924352
47,23678.4,1.07164,0.76939,1.18335,0.79117,0.81002,0.82692,0.55336,1.17993,0.70536,1.28137,0.000907848,0.000907848,0.000907848
48,24182.4,1.11409,0.77309,1.1973,0.6868,0.89335,0.83823,0.57458,1.13972,0.7078,1.22821,0.000891345,0.000891345,0.000891345
49,24684.8,1.08177,0.76998,1.16683,0.76064,0.85431,0.83845,0.58599,1.15055,0.68212,1.23479,0.000874842,0.000874842,0.000874842
50,25188.4,1.06304,0.75116,1.17113,0.71236,0.84357,0.83193,0.58742,1.12249,0.7332,1.22375,0.000858338,0.000858338,0.000858338
51,25691.8,1.07196,0.74236,1.18276,0.71692,0.87174,0.83196,0.59055,1.08278,0.68833,1.19663,0.000841835,0.000841835,0.000841835
52,26193.6,1.03088,0.7228,1.16103,0.77345,0.85427,0.84647,0.59094,1.1169,0.67854,1.21666,0.000825332,0.000825332,0.000825332
53,26701.1,1.02605,0.73918,1.1524,0.76261,0.87741,0.84484,0.58877,1.1039,0.64795,1.20248,0.000808828,0.000808828,0.000808828
54,27209.1,1.04496,0.7375,1.16134,0.69289,0.88216,0.85254,0.59609,1.08213,0.68676,1.19425,0.000792325,0.000792325,0.000792325
55,27715,1.0352,0.725,1.15182,0.79151,0.79542,0.82837,0.56691,1.12231,0.69228,1.21893,0.000775822,0.000775822,0.000775822
56,28215.9,1.02981,0.72099,1.15058,0.7836,0.79948,0.85204,0.61103,1.04559,0.64852,1.18092,0.000759318,0.000759318,0.000759318
57,28723,1.02087,0.72653,1.14571,0.74581,0.8596,0.85667,0.60488,1.08418,0.66175,1.2102,0.000742815,0.000742815,0.000742815
58,29221.7,1.03229,0.72439,1.16068,0.74534,0.84904,0.85778,0.59175,1.1333,0.6718,1.24341,0.000726312,0.000726312,0.000726312
59,29723.4,0.99148,0.70203,1.13136,0.7696,0.77627,0.83717,0.58595,1.1,0.69213,1.19418,0.000709809,0.000709809,0.000709809
60,30226.4,0.97085,0.68434,1.12153,0.73793,0.81985,0.8445,0.60035,1.05384,0.68692,1.1735,0.000693305,0.000693305,0.000693305
61,30731.1,0.98206,0.69494,1.13103,0.73221,0.89335,0.85074,0.59801,1.07813,0.6604,1.19357,0.000676802,0.000676802,0.000676802
62,31231.7,0.95737,0.68715,1.10416,0.74687,0.86215,0.83898,0.60535,1.05769,0.65407,1.18509,0.000660299,0.000660299,0.000660299
63,31737.9,0.98282,0.70108,1.13315,0.73599,0.84129,0.83867,0.59699,1.05952,0.65609,1.17851,0.000643795,0.000643795,0.000643795
64,32243.2,0.95298,0.6723,1.11222,0.74139,0.84761,0.84412,0.61127,1.02317,0.65974,1.16486,0.000627292,0.000627292,0.000627292
65,32749.8,0.95192,0.67285,1.11092,0.75398,0.82437,0.85503,0.58365,1.14612,0.64664,1.2239,0.000610789,0.000610789,0.000610789
66,33258.7,0.94838,0.67141,1.11225,0.74832,0.85692,0.85601,0.61586,1.0374,0.6343,1.17706,0.000594286,0.000594286,0.000594286
67,33765.5,0.95536,0.6617,1.10696,0.77763,0.81568,0.84422,0.59685,1.07126,0.6404,1.20342,0.000577782,0.000577782,0.000577782
68,34267.6,0.95216,0.66736,1.11611,0.76872,0.81266,0.85098,0.59484,1.08979,0.64972,1.2119,0.000561279,0.000561279,0.000561279
69,34771.6,0.93421,0.65377,1.09782,0.71794,0.84127,0.84091,0.59132,1.08056,0.66067,1.19285,0.000544776,0.000544776,0.000544776
70,35270.5,0.93527,0.66043,1.10377,0.76843,0.85073,0.85423,0.61755,1.02979,0.62717,1.15747,0.000528272,0.000528272,0.000528272
71,35775.7,0.92648,0.65664,1.09979,0.73318,0.86213,0.85157,0.61205,1.03499,0.6528,1.17882,0.000511769,0.000511769,0.000511769
72,36278.2,0.919,0.63993,1.10008,0.77651,0.8335,0.85162,0.60703,1.05327,0.64305,1.17517,0.000495266,0.000495266,0.000495266
73,36785.6,0.90991,0.62262,1.09442,0.74796,0.83397,0.84757,0.61059,1.01714,0.64907,1.15406,0.000478762,0.000478762,0.000478762
74,37288.7,0.91134,0.64781,1.09282,0.74006,0.86636,0.8573,0.61948,1.02434,0.64128,1.17594,0.000462259,0.000462259,0.000462259
75,37795.1,0.90652,0.63858,1.09296,0.71127,0.87046,0.83947,0.6061,1.0133,0.64241,1.1604,0.000445756,0.000445756,0.000445756
76,38298.5,0.88888,0.62675,1.08457,0.77401,0.81864,0.83921,0.60742,1.04588,0.66618,1.17905,0.000429253,0.000429253,0.000429253
77,38800.4,0.89011,0.62236,1.0779,0.76002,0.86777,0.85166,0.62336,1.0158,0.63398,1.16549,0.000412749,0.000412749,0.000412749
78,39305.4,0.8795,0.61433,1.07383,0.79352,0.81471,0.85643,0.62556,1.02014,0.6342,1.17356,0.000396246,0.000396246,0.000396246
79,39812.7,0.88445,0.61805,1.07439,0.78273,0.79758,0.8556,0.60428,1.09178,0.64938,1.22129,0.000379743,0.000379743,0.000379743
80,40318.6,0.87253,0.61588,1.07322,0.75838,0.85956,0.87026,0.63615,1.02098,0.63209,1.17928,0.000363239,0.000363239,0.000363239
81,40826.6,0.86711,0.61844,1.06751,0.73354,0.85948,0.85395,0.62204,1.02365,0.64671,1.18887,0.000346736,0.000346736,0.000346736
82,41332,0.84702,0.61037,1.06902,0.80345,0.8023,0.85704,0.62569,1.01523,0.62108,1.16786,0.000330233,0.000330233,0.000330233
83,41840.2,0.84963,0.58648,1.06775,0.73535,0.85689,0.85437,0.62613,1.022,0.63997,1.16919,0.000313729,0.000313729,0.000313729
84,42344.5,0.83717,0.59292,1.05518,0.75869,0.85951,0.8652,0.63259,1.01266,0.62005,1.17525,0.000297226,0.000297226,0.000297226
85,42856.2,0.8456,0.59273,1.06145,0.77058,0.83085,0.8506,0.61069,1.02339,0.63174,1.17588,0.000280723,0.000280723,0.000280723
86,43364.3,0.84415,0.58477,1.04967,0.73943,0.86477,0.85573,0.62167,1.01326,0.63613,1.16339,0.00026422,0.00026422,0.00026422
87,43873.7,0.83043,0.58081,1.05343,0.76523,0.84007,0.84917,0.61475,1.00698,0.63181,1.17935,0.000247716,0.000247716,0.000247716
88,44374.7,0.82546,0.59276,1.0451,0.74319,0.84391,0.84184,0.60834,1.02129,0.63574,1.18948,0.000231213,0.000231213,0.000231213
89,44882.8,0.8263,0.57657,1.04755,0.78123,0.8071,0.83814,0.61194,1.00866,0.63334,1.17081,0.00021471,0.00021471,0.00021471
90,45387.2,0.83462,0.57767,1.05905,0.78193,0.81321,0.84436,0.61093,1.01643,0.63538,1.18025,0.000198206,0.000198206,0.000198206
91,45889.6,0.72131,0.48994,0.99044,0.74736,0.85408,0.86061,0.62306,1.01394,0.62924,1.17567,0.000181703,0.000181703,0.000181703
92,46390.7,0.70531,0.45491,0.97042,0.74476,0.85692,0.85344,0.62367,1.00852,0.63508,1.1654,0.0001652,0.0001652,0.0001652
93,46885.5,0.7039,0.4522,0.97122,0.74722,0.85692,0.85029,0.62003,0.99375,0.64305,1.1531,0.000148696,0.000148696,0.000148696
94,47380.7,0.69655,0.45021,0.96355,0.74519,0.84909,0.85556,0.62317,1.01363,0.642,1.17202,0.000132193,0.000132193,0.000132193
95,47878.1,0.69587,0.44828,0.9642,0.74387,0.86469,0.85729,0.62362,1.00988,0.63742,1.17086,0.00011569,0.00011569,0.00011569
96,48378.3,0.67238,0.43984,0.9573,0.75679,0.85886,0.85059,0.62119,1.00373,0.64293,1.17435,9.91865e-05,9.91865e-05,9.91865e-05
97,48874.3,0.67498,0.43259,0.95901,0.75968,0.8465,0.84334,0.61796,0.9948,0.64752,1.16747,8.26832e-05,8.26832e-05,8.26832e-05
98,49369.6,0.65972,0.42972,0.94833,0.74984,0.8684,0.84602,0.6222,0.99652,0.65097,1.1696,6.61799e-05,6.61799e-05,6.61799e-05
99,49868.1,0.65657,0.42936,0.94567,0.74621,0.86731,0.85045,0.62263,1.00024,0.64586,1.17109,4.96766e-05,4.96766e-05,4.96766e-05
100,50363.8,0.66244,0.42811,0.94548,0.74847,0.86644,0.84948,0.62534,0.99119,0.64291,1.16493,3.31733e-05,3.31733e-05,3.31733e-05
